"","Duration (in seconds)","DistributionChannel","Consent","(att)g4q1_1_honest living","(att)g4q1_2_next door","(att)g4q1_3_rehabilitate","(att)g4q1_4_productivelives","(att)g4q1_5_immoral","(att)g4q1_6_circumstance","(att)g4q1_7_trust","(att)g4q1_8_guard","(att)g4q1_9_parole","(control)g4q2_felonsvote","g4q3_white_lowc_noitd","g4q4_nowhite_lowc_noitd","g4q5_white_medc_noitd","g4q6_nowhite_medc_noitd","g4q7_white_highc_noitd","g4q8_nowhite_highc_noitd","g4q9_white_lowc_itd","g4q10_nowhite_lowc_itd","g4q11_white_medc_itd","g4q12_nowhite_medc_itd","g4q13_white_highc_itd","g4q14_nowhite_highc_itd","age","gender","hhi","ethnicity","hispanic","education","political_party","zip","region","g4_DO","g4jail1_youincar","g4jail2_famfrdincar","g4_IV"
"141","783","anonymous","I agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","Male","$50,000 to $54,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Not very strong Republican","08043","Northeast","g4q1|g4q2|g4q5","No","No",3
"142","1617","anonymous","I agree","Agree","Strongly disagree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Strongly disagree",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","Male","$40,000 to $44,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Independent Democrat","89110","West","g4q1|g4q2|g4q5","No","No",3
"143","884","anonymous","I agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Agree","Disagree","Agree","Agree","Agree","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","Male","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Democrat","94401","West","g4q1|g4q2|g4q3","No","Yes",1
"144","721","anonymous","I agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"42","Male","Less than $14,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Not very strong Democrat","43224","Midwest","g4q1|g4q2|g4q9","No","No",7
"145","410","anonymous","I agree","Strongly agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"24","Male","$45,000 to $49,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Republican","29520","South","g4q1|g4q2|g4q12","No","No",10
"146","878","anonymous","I agree","Agree","Disagree","Strongly disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"58","Male","$50,000 to $54,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Independent Republican","30028","South","g4q1|g4q2|g4q13","No","No",11
"147","828","anonymous","I agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"43","Male","Less than $14,999","Some other race","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Other - neither","08805","Northeast","g4q1|g4q2|g4q7","Yes","Yes",5
"148","747","anonymous","I agree","Agree","Strongly agree","Agree","Disagree","Agree","Strongly agree","Agree","Disagree","Strongly agree","Agree",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"24","Female","$50,000 to $54,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Democrat","29405","South","g4q1|g4q2|g4q9","No","No",7
"149","391","anonymous","I agree","Agree","Disagree","Strongly disagree","Agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Disagree","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","Male","$20,000 to $24,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Independent Democrat","17222","Northeast","g4q1|g4q2|g4q3","No","No",1
"150","667","anonymous","I agree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"59","Male","$100,000 to $124,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Not very strong Republican","38654","South","g4q1|g4q2|g4q9","No","No",7
"151","1102","anonymous","I agree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"75","Male","$50,000 to $54,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Democrat","32137","South","g4q1|g4q2|g4q13","No","No",11
"152","849","anonymous","I agree","Strongly agree","Strongly disagree","Disagree","Agree","Agree","Agree","Strongly disagree","Strongly agree","Disagree","Agree",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"45","Male","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Independent Republican","54451","Midwest","g4q1|g4q2|g4q8","No","No",6
"153","995","anonymous","I agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Agree","Strongly agree","Strongly agree",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","Male","$35,000 to $39,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Independent Democrat","25314","South","g4q1|g4q2|g4q5","Yes","Yes",3
"154","1642","anonymous","I agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Agree","Strongly agree",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"56","Female","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Republican","74017","South","g4q1|g4q2|g4q6","Yes","Yes",4
"155","1001","anonymous","I agree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Agree","Disagree","Agree","Agree","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","Male","$100,000 to $124,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Independent Democrat","44087","Midwest","g4q1|g4q2|g4q3","No","No",1
"156","488","anonymous","I agree","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"55","Female","$45,000 to $49,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Democrat","15601","Northeast","g4q1|g4q2|g4q10","No","Yes",8
"157","816","anonymous","I agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","Male","$40,000 to $44,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Other - leaning Republican","32460","South","g4q1|g4q2|g4q5","No","Yes",3
"158","813","anonymous","I agree","Disagree","Agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Agree","Strongly disagree","Disagree",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","Female","$30,000 to $34,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent - neither","32724","South","g4q1|g4q2|g4q4","No","Yes",2
"159","743","anonymous","I agree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"35","Male","$60,000 to $64,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Not very strong Republican","34953","South","g4q1|g4q2|g4q13","No","Yes",11
"160","693","anonymous","I agree","Disagree","Agree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly agree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"26","Male","$40,000 to $44,999","Some other race","Yes, another Hispanic, Latino, or Spanish origin *** El Salvadore","Bachelor's degree","Strong Democrat","11726","Northeast","g4q1|g4q2|g4q7","No","Yes",5
"161","1503","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"39","Female","$150,000 to $174,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Other - neither","31605","South","g4q1|g4q2|g4q12","No","No",10
"162","1074","anonymous","I agree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"82","Male","$70,000 to $74,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Not very strong Republican","47303","Midwest","g4q1|g4q2|g4q12","No","No",10
"163","974","anonymous","I agree","Agree","Disagree","Disagree","Agree","Strongly disagree","Disagree","Disagree","Disagree","Agree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"80","Male","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Independent Democrat","33903","South","g4q1|g4q2|g4q12","No","No",10
"164","1136","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Disagree","Agree",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"33","Male","$45,000 to $49,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Democrat","23223","South","g4q1|g4q2|g4q8","No","No",6
"165","711","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Strongly agree","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","Male","$40,000 to $44,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Democrat","11705","Northeast","g4q1|g4q2|g4q3","No","No",1
"166","775","anonymous","I agree","Strongly disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","Female","$30,000 to $34,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Independent - neither","14569","Northeast","g4q1|g4q2|g4q4","No","No",2
"167","846","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"73","Female","$150,000 to $174,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Not very strong Democrat","33496","South","g4q1|g4q2|g4q10","No","Yes",8
"168","885","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45","Male","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Republican","70094","South","g4q1|g4q2|g4q14","No","No",12
"169","800","anonymous","I agree","Agree","Disagree","Strongly disagree","Disagree","Disagree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly disagree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"23","Female","$100,000 to $124,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Republican","43123","Midwest","g4q1|g4q2|g4q7","No","Yes",5
"170","1010","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Disagree","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"68","Female","$55,000 to $59,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Democrat","38237","South","g4q1|g4q2|g4q12","No","No",10
"171","1212","anonymous","I agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","Male","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Republican","63052","Midwest","g4q1|g4q2|g4q4","No","Yes",2
"172","746","anonymous","I agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Agree","Disagree","Agree",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"50","Female","$20,000 to $24,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Republican","97367","West","g4q1|g4q2|g4q9","No","No",7
"173","559","anonymous","I agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"23","Female","Less than $14,999","Asian *** Asian Indian","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Democrat","90033","West","g4q1|g4q2|g4q11","No","No",9
"174","1250","anonymous","I agree","Disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","67","Female","$90,000 to $94,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Republican","37804","South","g4q1|g4q2|g4q14","No","No",12
"175","1157","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Strongly agree","Agree",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"47","Male","$85,000 to $89,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Democrat","44135","Midwest","g4q1|g4q2|g4q9","No","No",7
"176","1044","anonymous","I agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","61","Female","$50,000 to $54,999","Some other race","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Other - leaning Republican","30117","South","g4q1|g4q2|g4q14","No","No",12
"177","1131","anonymous","I agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"60","Male","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Some high school or less","Not very strong Republican","62084","Midwest","g4q1|g4q2|g4q11","No","Yes",9
"178","958","anonymous","I agree","Agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"38","Male","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Republican","73119","South","g4q1|g4q2|g4q11","No","Yes",9
"179","923","anonymous","I agree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Disagree","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"44","Male","$50,000 to $54,999","American Indian or Alaska Native","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Not very strong Democrat","74965","South","g4q1|g4q2|g4q12","Yes","No",10
"180","1089","anonymous","I agree","Disagree","Agree","Strongly disagree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"53","Male","$35,000 to $39,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Independent Republican","32720","South","g4q1|g4q2|g4q8","No","No",6
"181","663","anonymous","I agree","Agree","Strongly disagree","Agree","Agree","Agree","Disagree","Strongly disagree","Agree","Disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"59","Female","$70,000 to $74,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Not very strong Democrat","14534","Northeast","g4q1|g4q2|g4q11","No","No",9
"182","1672","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"57","Female","$80,000 to $84,999","Asian *** Chinese","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Not very strong Democrat","97305","West","g4q1|g4q2|g4q6","No","No",4
"183","1346","anonymous","I agree","Strongly disagree","Agree","Disagree","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"69","Male","$95,000 to $99,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Democrat","18508","Northeast","g4q1|g4q2|g4q10","No","Yes",8
"184","1300","anonymous","I agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","60","Male","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Not very strong Democrat","74075","South","g4q1|g4q2|g4q14","No","Yes",12
"185","1274","anonymous","I agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","Male","$20,000 to $24,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Republican","32225","South","g4q1|g4q2|g4q5","No","No",3
"186","1207","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","73","Male","$35,000 to $39,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Democrat","44057","Midwest","g4q1|g4q2|g4q14","No","No",12
"187","1516","anonymous","I agree","Strongly disagree","Agree","Disagree","Strongly agree","Strongly disagree","Disagree","Disagree","Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"65","Male","$20,000 to $24,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Strong Republican","85650","West","g4q1|g4q2|g4q13","No","Yes",11
"188","919","anonymous","I agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"21","Female","$100,000 to $124,999","Asian *** Japanese","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Independent Democrat","93536","West","g4q1|g4q2|g4q7","No","No",5
"189","828","anonymous","I agree","Agree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Strongly agree","Strongly agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"63","Female","$50,000 to $54,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Not very strong Republican","13825","Northeast","g4q1|g4q2|g4q12","No","No",10
"190","1245","anonymous","I agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Strongly disagree","Strongly agree","Disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"69","Male","$150,000 to $174,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Strong Republican","27534","South","g4q1|g4q2|g4q10","No","No",8
"191","883","anonymous","I agree","Agree","Agree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly agree","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","Female","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Some high school or less","Other - neither","63670","Midwest","g4q1|g4q2|g4q3","Yes","Yes",1
"192","1385","anonymous","I agree","Disagree","Disagree","Agree","Agree","Disagree","Strongly disagree","Disagree","Disagree","Agree","Strongly agree",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","Male","$90,000 to $94,999","White","No , not of Hispanic, Latino, or Spanish origin","Some high school or less","Independent Democrat","40004","South","g4q1|g4q2|g4q4","No","No",2
"193","1443","anonymous","I agree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Strongly disagree","Disagree","Strongly agree","Agree","Strongly disagree",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","Male","$175,000 to $199,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Democrat","34983","South","g4q1|g4q2|g4q5","No","No",3
"194","2064","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Agree","Disagree","Strongly agree","Agree",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"53","Female","$25,000 to $29,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Not very strong Republican","42501","South","g4q1|g4q2|g4q6","No","Yes",4
"195","558","anonymous","I agree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Strongly agree","Disagree","Agree","Agree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"28","Male","$60,000 to $64,999","White","Yes, another Hispanic, Latino, or Spanish origin *** Other Country","Bachelor's degree","Not very strong Democrat","07306","Northeast","g4q1|g4q2|g4q11","No","Yes",9
"196","947","anonymous","I agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","Female","$175,000 to $199,999","White","No , not of Hispanic, Latino, or Spanish origin","Doctorate degree","Strong Democrat","47933","Midwest","g4q1|g4q2|g4q3","No","No",1
"197","1677","anonymous","I agree","Agree","Strongly disagree","Agree","Disagree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","Male","$200,000 to $249,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Strong Democrat","43617","Midwest","g4q1|g4q2|g4q3","No","No",1
"198","1352","anonymous","I agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"70","Female","$40,000 to $44,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Democrat","16239","Northeast","g4q1|g4q2|g4q11","No","Yes",9
"199","1292","anonymous","I agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","Male","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Republican","34759","South","g4q1|g4q2|g4q4","No","No",2
"200","1702","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Disagree",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"69","Male","$45,000 to $49,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Other - neither","02865","Northeast","g4q1|g4q2|g4q8","No","No",6
"201","1513","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Disagree","Strongly agree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"44","Male","$150,000 to $174,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Not very strong Republican","77521","South","g4q1|g4q2|g4q13","Yes","Yes",11
"202","1636","anonymous","I agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Strongly disagree","Strongly agree","Agree","Disagree","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","Male","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Not very strong Democrat","49631","Midwest","g4q1|g4q2|g4q3","No","No",1
"203","1582","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","Male","$45,000 to $49,999","Asian *** Korean","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Democrat","75503","South","g4q1|g4q2|g4q4","No","No",2
"204","551","anonymous","I agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly disagree",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","Female","$40,000 to $44,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Other - neither","55378","Midwest","g4q1|g4q2|g4q5","No","No",3
"205","1578","anonymous","I agree","Disagree","Agree","Disagree","Strongly agree","Strongly disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"60","Male","$35,000 to $39,999","Some other race","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Strong Republican","72530","South","g4q1|g4q2|g4q6","No","Yes",4
"206","1279","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"45","Male","$125,000 to $149,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Independent Republican","97756","West","g4q1|g4q2|g4q8","No","No",6
"207","894","anonymous","I agree","Disagree","Agree","Disagree","Strongly agree","Strongly disagree","Agree","Disagree","Agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"53","Female","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Other - neither","81082","West","g4q1|g4q2|g4q10","No","Yes",8
"208","1052","anonymous","I agree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Agree","Agree","Strongly disagree","Agree","Agree","Agree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"23","Male","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Some high school or less","Independent - neither","72472","South","g4q1|g4q2|g4q7","No","Yes",5
"209","1511","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","Male","$20,000 to $24,999","Some other race","Yes, Mexican, Mexican American, Chicano","Other post high school vocational training","Strong Democrat","75160","South","g4q1|g4q2|g4q3","No","No",1
"210","1377","anonymous","I agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"55","Male","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Independent Republican","14211","Northeast","g4q1|g4q2|g4q13","No","Yes",11
"211","1704","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","Female","$85,000 to $89,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Republican","75287","South","g4q1|g4q2|g4q4","No","No",2
